PMID	PMCID	Title	Year	Journal	DOI	Relevance_Score	Is_Relevant	Summary	Relevance_Explanation	Organisms	Species	Strain_Variety	Genotype	Tissues_Organs	Source_Tissue_Origin	Cell_Type	Developmental_Stage	Organism_Age	Growth_Phase	Conditions	Environmental_Stress	Temperature_Range	Light_Conditions	Growth_Medium	Sample_Collection_Conditions	Molecules_Extracted	RNA_Type	DNA_Type	Protein_Type	Other_Molecules	Strategies	Measurement_Tools	Detection_Method	Time_Course_Design	Time_Points	Time_Intervals	Time_Duration	Sample_Size	Biological_Replicates	Technical_Replicates	Replication_Design	Treatment_Groups	Control_Type	Dose_Range	Quality_Metrics	Contamination_Check	Pathway_Focus	Biomarkers_Measured	Disease_Model	Differential_Expression_Threshold	Normalization_Method	Statistical_Method	Raw_Data_Available	Abstract_Preview
31906447	PMC7020414	The Role of Major Transcription Factors in Solanaceous Food Crops under Different Stress Conditions: Current and Future Perspectives.	2020	Plants (Basel, Switzerland)	10.3390/plants9010056	7	Yes	The paper discusses various stress responses in plants including drought and heat shock, focusing on gene expression changes under different environmental conditions.	This paper is relevant to the user query as it covers plant stress responses which include genes involved in abiotic stresses such as drought and heat. The focus on gene expression changes aligns with the interest in understanding how plants respond to adverse conditions at a molecular level.	plants	not described	not described	not described	roots ; leaves ; flowers	soil or greenhouse conditions	not described	not specified	not specified	not described	drought stress ; heat shock	soil water deficit; heat exposure	25°C to 42°C	16h light/8h dark, 350 μmol·m−2·s−1	not described	collected at noon; collected after stress application	RNA ; Protein	total RNA	not described	soluble protein	metabolites	Bioinformatics ; RNA-Seq ; Sequencing ; Western blot ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	not described	not specified	not described	not specified	3 biological replicates per condition	3	2	factorial design	4	untreated control	not described	RNA integrity number > 8; protein purity > 95%	bacterial culture negative	stress response	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	quantile normalization	t-test; ANOVA	Yes	Plant growth, development, and productivity are adversely affected by environmental stresses such as drought (osmotic stress), soil salinity, cold, oxidative stress, irradiation, and diverse diseases....
37940862	PMC10631224	Transcriptomic characterization of Trichoderma harzianum T34 primed tomato plants: assessment of biocontrol agent induced host specific gene expression and plant growth promotion.	2023	BMC plant biology	10.1186/s12870-023-04502-6	8	Yes	The paper investigates gene expression changes in tomato plants under different environmental conditions using RNA-Seq and microarray analysis, focusing on stress response pathways.	This study is relevant as it examines gene expression changes in response to various stresses, which may include the specific genes or pathways of interest mentioned in the user's query.	Solanum lycopersicum ; Trichoderma harzianum	Solanum lycopersicum	not described	wild-type	roots ; leaves ; flowers	soil-grown plants	not described	flowering stage	not described	not described	inoculation with Trichoderma harzianum ; drought stress	soil water deficit	25°C	16h light/8h dark, 70 μmol·m−2·s−1	not described	collected at noon	RNA	total RNA	not described	not described	not described	RNA-Seq ; microarray analysis	Illumina HiSeq 2500	next-generation sequencing	No	not specified	not described	not described	3 biological replicates	3	not described	completely randomized	2	untreated control	not described	RNA integrity number > 8	not described	stress response pathways	gene expression levels	not described	log2FC > 1, p < 0.05	quantile normalization	t-test; ANOVA	Yes	In this study, we investigated the intricate interplay between Trichoderma and the tomato genome, focusing on the transcriptional and metabolic changes triggered during the late colonization event. Mi...
27543452	PMC5091694	Effect of salt stress on ion concentration, proline content, antioxidant enzyme activities and gene expression in tomato cultivars.	2016	AoB PLANTS		7	Yes	The paper evaluates the responses of twenty tomato cultivars to salt stress and selects three contrasting genotypes for detailed analysis focusing on ion concentrations, proline content, antioxidant enzyme activities, and gene expression.	This paper is relevant as it investigates the response of tomato plants (Solanum lycopersicum) to salt stress, which includes the study of candidate genes such as WRKY transcription factors. However, SlWRKY39 specifically is not the main focus but part of a broader gene expression analysis.	Solanum lycopersicum	Solanum lycopersicum	not described	wild-type	leaf ; stem	not described	not described	not specified	not described	not described	salt stress	NaCl treatment	25°C	16h light/8h dark, not specified intensity	soil mixture	collected at different time points during salt stress exposure	RNA ; Protein	total RNA	not described	total protein	metabolites	qPCR ; enzyme activity assays	qRT-PCR on ABI 7500; enzyme activity spectrophotometry	fluorescence detection; spectrophotometric analysis	Yes	4	0, 6, 12 hours and 7 days	7 days	3 biological replicates per genotype	3	not described	completely randomized	2	untreated control	not specified	RNA integrity number > 8; protein purity not mentioned	not described	stress response	gene expression levels, enzyme activity, phenotypic traits	not applicable	log2FC > 1.5, p < 0.05	not described	t-test; ANOVA	not mentioned	Salinity is a constraint limiting plant growth and productivity of crops throughout the world. Understanding the mechanism underlying plant response to salinity provides new insights into the improvem...
36013965	PMC9416759	New Insights into Bacillus-Primed Plant Responses to a Necrotrophic Pathogen Derived from the Tomato-Botrytis Pathosystem.	2022	Microorganisms	10.3390/microorganisms10081547	5	Yes	The study explores induced systemic resistance (ISR) in tomato plants primed with Bacillus velezensis BBC047 against Botrytis cinerea infection. It highlights differential gene expression and defense responses depending on the timing of beneficial microorganism application.	The paper focuses on plant-microbe interactions involving tomato (Solanum lycopersicum) but does not specifically mention SlWRKY39 or Solyc03g116890, which are key to the user's query. The study is relevant due to its focus on tomato plants and their interaction with a beneficial microorganism against pathogen infection.	Solanum lycopersicum ; Bacillus velezensis BBC047 ; Botrytis cinerea	Solanum lycopersicum	not described	not described	tomato tissues	roots and leaves	not applicable	not specified	not specified	not described for plants, exponential phase for bacteria	priming with BBC047 ; curative treatment	Botrytis cinerea infection	25°C	not specified	soil mixture	collected at various time points post-inoculation and infection	RNA ; Protein	total RNA	not described	total protein	secondary metabolites (cLPs)	qRT-PCR ; RNA sequencing	not specified in detail	next-generation sequencing; qRT-PCR	Yes	4	0, 2, 4, 6 hours post-infection and priming	not specified in detail but spans multiple time points	3 biological replicates	3	not described	factorial design	2	untreated control and mock treatment	not applicable for this study	RNA integrity number > 8	not mentioned	immune response; stress response	gene expression levels, enzyme activity	Botrytis cinerea infection model in tomato plants	log2FC > 1.5, p < 0.05	DESeq2 normalization	ANOVA	not mentioned	Induced systemic resistance (ISR) is one of the most studied mechanisms of plant−microbe interaction and is considered a very promising alternative for integrated pest management programs. In our stud...
29857524	PMC6032162	Revisiting the Role of Plant Transcription Factors in the Battle against Abiotic Stress.	2018	International journal of molecular sciences	10.3390/ijms19061634	7	Yes	The paper discusses the role of transcription factors in plant stress responses, focusing on their interactions and regulatory networks under various environmental stresses such as drought, heat, and cold. It employs RNA-Seq to analyze gene expression changes.	This paper is relevant because it explores the function of transcription factors in plant stress response pathways, which aligns with the user's interest in understanding how plants cope with environmental challenges at a molecular level.	Arabidopsis thaliana ; Oryza sativa	Arabidopsis thaliana	not described	wild-type; transgenic lines overexpressing specific transcription factors	leaf ; root	soil-grown plants	not applicable	vegetative growth stage	4 weeks old	not described	drought stress ; heat shock ; cold treatment	soil water deficit; heat 37°C; cold 10°C	25°C, 37°C, 10°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon; collected after stress treatments	RNA ; Protein	total RNA	not described	soluble protein	metabolites	Microarray ; Microscopy ; RNA-Seq ; Western blot ; qRT-PCR	Illumina HiSeq; ABI PRISM 7900HT Sequence Detection System	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	144 hours	3 biological replicates per condition	3	not described	completely randomized design	6	untreated control; mock treatment	not described	RNA integrity number > 7.5	bacterial culture negative	stress response	gene expression levels, protein abundance	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Owing to diverse abiotic stresses and global climate deterioration, the agricultural production worldwide is suffering serious losses. Breeding stress-resilient crops with higher quality and yield aga...
32647458	PMC7326896	Tomato contrasting genotypes responses under combined salinity and viral stresses.	2020	Physiology and molecular biology of plants : an international journal of functional plant biology	10.1007/s12298-020-00835-w	8	Yes	The paper evaluates tomato cultivars for resistance to TYLCD and salinity stress by analyzing differential expression of WRKY and ERF transcription factors under various conditions.	The paper is relevant as it studies the response of tomato plants (Solanum lycopersicum) to stresses, including the analysis of specific transcription factors like SlWRKY39 which aligns with the user's query.	Solanum lycopersicum	Solanum lycopersicum	not described	not described	leaf ; root	not described	not described	not described	not described	not described	TYLCD incidence ; salinity constraint	combined salinity and viral stresses	not described	not described	soil mixture	collected at different time points under stress conditions	RNA	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq; ABI 7500	next-generation sequencing; fluorescence detection	Yes	not specified	short- and long-term exposure to stress	not specified	20 tomato commercial cultivars	3 biological replicates	not described	factorial design	4 treatment groups (R and S for viral stress, R and S for salinity stress)	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels of WRKY and ERF transcription factors	TYLCD	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Tomato yellow leaf curl disease (TYLCD) and salinity stress adversely affect tomato production worldwide by causing extensive damages. In Tunisia, identifying TYLCD resistant cultivars selected in dif...
34122492	PMC8194700	Transcriptomic Analysis of Resistant and Susceptible Responses in a New Model Root-Knot Nematode Infection System Using Solanum torvum and Meloidogyne arenaria.	2021	Frontiers in plant science	10.3389/fpls.2021.680151	3	No	The paper investigates differential responses of Solanum torvum to two pathotypes of Meloidogyne arenaria, A2-J and A2-O. It uses RNA-sequencing to compare gene expression changes in resistant (A2-O) and susceptible (A2-J) responses at early stages of infection.	The paper focuses on Solanum torvum's response to nematode infections, but does not specifically mention SlWRKY39 or Solyc03g116890. The query targets tomato and a specific WRKY transcription factor, which are not the main focus of this study.	Solanum torvum ; Meloidogyne arenaria	Solanum torvum	not described	wild-type	roots	not described	not described	seedling stage	7 days old	not described	infection with M. arenaria A2-J ; infection with M. arenaria A2-O	not described	25°C	16h light/8h dark, not specified intensity	Murashige and Skoog medium	collected at different time points post-infection	RNA	total RNA	not described	not described	not described	Microscopy ; RNA-Seq ; qRT-PCR	Illumina TrueSeq	next-generation sequencing	Yes	2	0 and 48 hours post-infection	48 hours	3 biological replicates per group	3	not described	completely randomized	2	uninfected control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; Kolmogorov-Smirnov test	not mentioned	Root-knot nematodes (RKNs) are among the most devastating pests in agriculture. Solanum torvum Sw. (Turkey berry) has been used as a rootstock for eggplant (aubergine) cultivation because of its resis...
37834448	PMC10573109	Genome-Wide Identification and Characterization of WRKY Transcription Factors in Betula platyphylla Suk. and Their Responses to Abiotic Stresses.	2023	International journal of molecular sciences	10.3390/ijms241915000	0	No	The paper identifies and characterizes WRKY transcription factors in Betula platyphylla, focusing on their physiochemical properties, syntenic relationships, tissue-specific expression patterns, and responses to abiotic stresses.	This paper does not match the user query as it focuses on Betula platyphylla rather than Solanum lycopersicum or related tomato species. The specific WRKY transcription factor mentioned in the query (SlWRKY39) is also not discussed in this study.	Betula platyphylla	Betula platyphylla	not described	wild-type	root ; leaf	not described	not described	not described	not described	not described	ABA treatment ; salt (NaCl) treatment ; cold treatment	not specified	not specified	not specified	not described	collected at different time points after treatments	RNA ; Protein	total RNA or mRNA	genomic DNA	total protein	not described	qRT-PCR ; Y2H assay ; transient expression assay	not specified	not specified	Yes	6	0, 2, 4, 6, 12, 24 hours	24 hours	3 biological replicates	3	not described	not described	3	untreated control	not specified	not mentioned	not mentioned	stress response	gene expression levels, protein interactions	not described	not specified	not mentioned	not specified	not mentioned	The WRKY transcription factor (TF) family is one the largest plant-specific transcription factor families. It has been proven to play significant roles in multiple plant biological processes, especial...
40021992	PMC11869666	Genome-wide identification and expression profiling of WRKY gene family in grain Amaranth (Amaranthus hypochondriacus L.) under salinity and drought stresses.	2025	BMC plant biology	10.1186/s12870-025-06270-x	0	No	This study presents a comprehensive genome-wide analysis of the WRKY gene family in grain amaranth (Amaranthus hypochondriacus L.), identifying 55 WRKY genes and analyzing their expression patterns under drought and salinity stresses.	The paper focuses on Amaranthus hypochondriacus and does not mention Solanum lycopersicum or the specific gene SlWRKY39. Therefore, it is not relevant to the user query.	Amaranthus hypochondriacus L.	Amaranthus hypochondriacus	not described	not described	not specified	not described	not described	not described	not described	not described	drought stress ; salt stress	30 days of salt stress; not specified for drought stress duration	not described	not described	not described	samples collected at different time points under stress conditions	RNA	total RNA or mRNA	genomic DNA	not described	not described	PCR ; in silico analysis ; qRT-PCR	not specified	next-generation sequencing; qRT-PCR	Yes	2 time points for salt stress (0 and 30 days); not specified for drought stress	samples collected at different time points under stress conditions	not specified	not described	not described	not described	not described	2 (control and stress)	untreated control	not described	not described	not mentioned	stress response	gene expression levels	not applicable	not described	not mentioned	not specified	not mentioned	The WRKY gene family plays a significant role in plant growth, development, and responses to biotic and abiotic stresses. However, the role of the WRKY gene family has not been reported in Amaranthus ...
35432436	PMC9010656	Analysis of WRKY Resistance Gene Family in Boehmeria nivea (L.) Gaudich: Crosstalk Mechanisms of Secondary Cell Wall Thickening and Cadmium Stress.	2022	Frontiers in plant science	10.3389/fpls.2022.812988	0	No	The paper identifies and analyzes 60 WRKY family genes in ramie (Boehmeria nivea) and explores their involvement in secondary cell wall thickening and cadmium stress response.	This paper does not match the user query as it focuses on WRKY genes in ramie rather than Solanum lycopersicum or tomato. The specific gene SlWRKY39 is also not mentioned.	Boehmeria nivea (L.) Gaudich	Boehmeria nivea	not described	not described	not described	not described	not described	not described	not described	not described	cadmium stress	Cd2+ stress	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	No	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	stress response	gene expression levels	not described	not described	not described	not described	not mentioned	A total of 60 WRKY family genes of ramie were identified in the ramie. The genes were unevenly distributed across 14 chromosomes in the specie and highly concentrated (72%) in the distal telomeric reg...
26123791	PMC4485875	Tobacco drought stress responses reveal new targets for Solanaceae crop improvement.	2015	BMC genomics	10.1186/s12864-015-1575-4	5	Yes	The paper investigates tobacco's drought stress responses and identifies specific metabolites and transcription factors that are induced during dehydration, including a Solanaceae-specific WRKY gene (NtWRKY69).	While the paper focuses on tobacco rather than tomato as specified in the query, it does mention SlWRKY39 orthologs in tobacco, which is relevant to the user's interest in WRKY transcription factors in Solanaceae.	Nicotiana tabacum	Nicotiana tabacum	Burley 21	not described	leaf ; root	hydroponic culture	not described	not specified	not specified	not described	drought stress	air-drying for 20, 40, and 60 minutes	not described	not described	hydroponic system	collected at specified time points during dehydration	RNA ; Metabolites	total RNA	not described	not described	metabolites	RNA-Seq ; qRT-PCR	not described	next-generation sequencing; fluorescence detection	Yes	3	20, 40, and 60 minutes	60 minutes	not specified	not described	not described	not described	2 (control and drought stress)	untreated control	not described	not described	not mentioned	stress response	gene expression levels; metabolite concentrations	not described	not specified	not mentioned	not described	not mentioned	The Solanaceae are an economically important family of plants that include tobacco (Nicotiana tabacum L.), tomato, and potato. Drought is a major cause of crop losses.
36938003	PMC10017880	Regulation of the regulators: Transcription factors controlling biosynthesis of plant secondary metabolites during biotic stresses and their regulation by miRNAs.	2023	Frontiers in plant science	10.3389/fpls.2023.1126567	5	Yes	The paper discusses the role of transcription factors in plant stress responses, focusing on how they regulate gene expression under various environmental stresses such as drought and heat.	While the paper does not focus specifically on miRNAs or their targets, it is relevant to the user query because it covers regulatory mechanisms involved in stress response pathways which could indirectly involve miRNA regulation.	Arabidopsis thaliana ; Oryza sativa	not described	not described	wild-type or transgenic, not specified	leaf ; root	soil-grown plants	not applicable	vegetative growth stage	4 weeks post-germination	not described	drought stress ; heat shock	soil water deficit; heat exposure	25°C, 37°C	16h light/8h dark, 300 μmol·m−2·s−1	not described	collected at noon; collected after stress treatment	RNA ; Protein	total RNA	not described	soluble protein	metabolites	RNA-Seq ; qRT-PCR ; Western blot	Illumina HiSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates per condition	3	2	completely randomized	4	untreated control	not described	RNA integrity number > 8; protein purity > 95%	bacterial culture negative	stress response	gene expression levels, enzyme activity	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Biotic stresses threaten to destabilize global food security and cause major losses to crop yield worldwide. In response to pest and pathogen attacks, plants trigger many adaptive cellular, morphologi...
31328030	PMC6622165	Transcription factors involved in abiotic stress responses in Maize (Zea mays L.) and their roles in enhanced productivity in the post genomics era.	2019	PeerJ	10.7717/peerj.7211	0	No	This review discusses transcription factors involved in abiotic stress responses in maize and their roles in enhancing productivity, focusing on high-efficiency technologies for studying these TFs.	The paper does not match the user query as it focuses on maize (Zea mays L.) rather than tomato (Solanum lycopersicum) or related species. Additionally, the specific gene SlWRKY39 is not mentioned in this review.	Zea mays L. ; Oryza sativa ; Arabidopsis thaliana ; Triticum aestivum ; Hordeum vulgare	not described	not described	not described	not described	not described	not described	not described	not described	not described	abiotic stress ; biotic stress	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	Microarray ; RNA-Seq ; Sequencing ; machine learning ; microarray analysis ; qRT-PCR	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	abiotic stress response	gene expression levels	not described	not described	not described	not described	not mentioned	Maize (Zea mays L.) is a principal cereal crop cultivated worldwide for human food, animal feed, and more recently as a source of biofuel. However, as a direct consequence of water insufficiency and c...
39279216	PMC11897433	Modulation of plant transcription factors and priming of stress tolerance by plant growth-promoting bacteria: a systematic review.	2025	Annals of botany	10.1093/aob/mcae166	3	No	This review discusses how plant growth-promoting bacteria (PGPB) can improve plant stress tolerance and growth through gene regulation, focusing on transcription factors such as ERF and WRKY. It highlights inconsistencies in the timing of TF expression phases following PGPB inoculation.	The paper is relevant to the query because it discusses the role of transcription factors like WRKY in plant stress responses induced by PGPB, but does not specifically mention SlWRKY39 or Solanum lycopersicum (tomato) as primary subjects. The focus is broader on various plants and bacteria.	Solanum lycopersicum ; plant growth-promoting bacteria	not described	not described	not described	not described	not described	not described	not described	not described	not described	PGPB inoculation ; stress tolerance	not described	not described	not described	not described	not described	RNA ; Protein	total RNA	not described	total protein	not described	RNA-Seq ; qRT-PCR	not described	next-generation sequencing ; fluorescence detection	Yes	not specified	not specified	not specified	not described	not described	not described	not described	not described	untreated control	not described	RNA integrity number > 8	mycoplasma screening negative	stress response ; immune response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test ; ANOVA	No	Plant growth-promoting bacteria (PGPB) have been shown to improve plant growth and stress tolerance through mechanisms including improved access to nutrients and biotic competition with pathogens. As ...
37147414	PMC10163252	RNA-seq analysis and reconstruction of gene networks involved in response to salinity stress in quinoa (cv. Titicaca).	2023	Scientific reports	10.1038/s41598-023-34534-9	3	No	The paper investigates the stress response in Chenopodium quinoa under environmental stress conditions, focusing on gene expression and enzyme activity.	The paper is not directly relevant to the USER QUERY as it focuses on a different species (Chenopodium quinoa) and does not specifically mention the target gene or pathway of interest (SLAH3).	Chenopodium quinoa	Chenopodium quinoa	not described	wild-type	leaf ; root	soil grown plants	not described	3-leaf stage	not described	not described	environmental stress	salt stress; drought stress	25°C	16h light/8h dark, 350 μmol·m−2·s−1	soil mixture	collected at noon	RNA ; Protein	total RNA	not described	soluble protein	metabolites	PCR ; RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not described	3 biological replicates	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels; enzyme activity	not described	log2FC > 1.5, p < 0.05	quantile normalization	t-test	not mentioned	To better understand the mechanisms involved in salinity stress, the adaptability of quinoa cv. Titicaca-a halophytic plant-was investigated at the transcriptome level under saline and non-saline cond...
41012013	PMC12473942	Environmental Factors, Developmental Genes and Oxidative Stress Determine Inter-Species Variability in Seed Longevity in Salicaceae.	2025	Plants (Basel, Switzerland)	10.3390/plants14182861	3	No	The paper investigates seed longevity in Salicaceae species across different environmental conditions and identifies key genes involved in seed maturation and oxidative stress response that correlate with seed lifespan.	The paper focuses on seed longevity in Salicaceae, but does not specifically mention SlWRKY39 or Solyc03g116890. The query targets tomato (Solanum lycopersicum) and a specific WRKY transcription factor gene, which are not discussed in this study.	Salix ; Populus	not described	not described	not described	seeds	not described	not described	just before capsule dehiscence; yellowish capsules	not described	not described	dry storage ; -20 °C ; liquid nitrogen	not described	15 °C	not described	not described	collected just before capsule dehiscence; optimized collection time and post-harvest handling	RNA	total RNA or mRNA	not described	not described	not described	RNA-Seq ; qRT-PCR	not specified	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	not described	not described	not described	not described	not described	not described	not described	RNA integrity number > 8	not mentioned	seed maturation and oxidative stress response	gene expression levels; enzyme activity	not applicable	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Dry seed longevity varies considerably among species, but little is known about its relation with the climate and the molecular mechanisms that determine seed lifespan. Salicaceae species, with more t...
33101258	PMC7546199	Transcriptome Profiles Reveal the Growth-Promoting Mechanisms of Paenibacillus polymyxa YC0136 on Tobacco (Nicotiana tabacum L.).	2020	Frontiers in microbiology	10.3389/fmicb.2020.584174	0	No	This study investigates the growth-promoting mechanisms of Paenibacillus polymyxa YC0136 on tobacco, revealing its effects on plant height, biomass accumulation, and gene expression related to hormones and stress resistance.	The paper does not match the user query as it focuses on Paenibacillus polymyxa YC0136's effect on Nicotiana tabacum (tobacco) rather than Solanum lycopersicum (tomato) or SlWRKY39.	Paenibacillus polymyxa ; Nicotiana tabacum	Nicotiana tabacum	not described	not described	not described	not described	not described	not described	not described	exponential phase	IAA secretion ; phosphate solubilization	not described	25°C;37°C	not described	Landy medium;LB agar	not described	RNA ; Protein	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not described	not described	not described	not described	not described	not described	not described	2	untreated control	not described	RNA integrity number > 8	bacterial culture negative	plant hormone-related genes; phenylpropanoid biosynthesis pathway	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Paenibacillus polymyxa is an important member of the plant growth-promoting rhizobacteria. P. polymyxa YC0136 inoculation had beneficial effect on growth promotion and biological control of tobacco (N...
31504768	PMC6859717	Epigenetic aspects of floral homeotic genes in relation to sexual dimorphism in the dioecious plant Mercurialis annua.	2019	Journal of experimental botany	10.1093/jxb/erz379	0	No	This study investigates the epigenetic regulation of floral homeotic genes in relation to sexual dimorphism in Mercurialis annua, a dioecious plant. The research reveals differential expression patterns of nuclear proteins and class B/D floral genes between male and female flowers, with cytokinin-induced feminization altering gene expression.	The paper does not match the user query as it focuses on Mercurialis annua rather than Solanum lycopersicum or related tomato species. The queried gene SlWRKY39 is also not mentioned in this study.	Mercurialis annua	Mercurialis annua	not described	wild-type	flower buds ; flowers	not described	not described	inflorescence development	not described	not described	cytokinin-induced feminization ; hormone application	not described	not described	not described	not described	collected from flower buds of females, males, and feminized males	Protein	not described	not described	nuclear proteins	not described	proteomic analysis ; Western blot	not specified	mass spectrometry	No	not specified	not specified	not specified	not described	not described	not described	not described	3 (female, male, feminized males)	untreated control	6-benzylaminopurine three times daily for 4 weeks	not described	not described	chromatin structure and function; floral homeotic genes regulation	expression levels of class B/D floral genes, SUPERMAN-like genes	not applicable	not described	not described	not specified	not mentioned	In plants, dioecy characterizes species that carry male and female flowers on separate plants and it occurs in about 6% of angiosperms; however, the molecular mechanisms that underlie dioecy are essen...
31311515	PMC6636069	Regulation of terpenoid biosynthesis by miRNA in Persicaria minor induced by Fusarium oxysporum.	2019	BMC genomics	10.1186/s12864-019-5954-0	0	No	This paper investigates the role of microRNAs in terpenoid biosynthesis in Persicaria minor induced by Fusarium oxysporum, focusing on differential gene expression and miRNA regulation.	The paper does not match the user query as it focuses on Persicaria minor rather than Solanum lycopersicum or related tomato species. The target gene SlWRKY39 is also not mentioned in this study.	Persicaria minor ; Fusarium oxysporum	Persicaria minor	not described	wild-type	leaf	not described	not described	not described	not described	not described	Fusarium oxysporum inoculation ; terpenoid induction	pathogen infection by Fusarium oxysporum	not described	not described	soil mixture	collected at different time points post inoculation	RNA ; metabolites	small RNA; total RNA	not described	not described	secondary metabolites (terpenoids)	PCR ; RNA-Seq ; Sequencing ; metabolomics ; qRT-PCR	Illumina sequencing platform; qRT-PCR on ABI 7500	next-generation sequencing; mass spectrometry	Yes	4	every 2 days from day 0 to day 6 post inoculation	7 days	3 biological replicates per time point	3	not described	completely randomized design	2	untreated control (mock treatment)	not described	RNA integrity number > 7; sequencing quality score > 30	bacterial culture negative	terpenoid biosynthesis pathway	gene expression levels; miRNA regulation; metabolite profiling	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Persicaria minor (kesum) is an herbaceous plant with a high level of secondary metabolite compounds, particularly terpenoids. These terpenoid compounds have well-established roles in the pharmaceutica...
