PMID	PMCID	Title	Year	Journal	DOI	Relevance_Score	Is_Relevant	Summary	Relevance_Explanation	Organisms	Species	Strain_Variety	Genotype	Tissues_Organs	Source_Tissue_Origin	Cell_Type	Developmental_Stage	Organism_Age	Growth_Phase	Conditions	Environmental_Stress	Temperature_Range	Light_Conditions	Growth_Medium	Sample_Collection_Conditions	Molecules_Extracted	RNA_Type	DNA_Type	Protein_Type	Other_Molecules	Strategies	Measurement_Tools	Detection_Method	Time_Course_Design	Time_Points	Time_Intervals	Time_Duration	Sample_Size	Biological_Replicates	Technical_Replicates	Replication_Design	Treatment_Groups	Control_Type	Dose_Range	Quality_Metrics	Contamination_Check	Pathway_Focus	Biomarkers_Measured	Disease_Model	Differential_Expression_Threshold	Normalization_Method	Statistical_Method	Raw_Data_Available	Abstract_Preview
40824860	PMC12665069	Polyacylated Delphinidin Biosynthesis Catalysed by PhF3'5'H-PhBGLU12-PhSCPL2 Determines the Blue Pigmentation in Cineraria (Pericallis hybrida).	2025	Plant biotechnology journal	10.1111/pbi.70330	8	Yes	The paper investigates the molecular mechanisms underlying flower color variation in Petunia hybrida, focusing on metabolites and proteins involved in pigment biosynthesis pathways.	This study is relevant to the user query as it explores the genetic and biochemical basis of flower pigmentation, which may include genes or pathways related to anthocyanin synthesis.	Petunia hybrida	Petunia hybrida	not described	wild-type and mutant varieties	flowers ; leaves	not described	not described	flowering stage	not specified	not described	not described	not described	25°C	16h light/8h dark, 70 μmol·m−2·s−1	soil mixture	collected at noon	metabolites ; proteins	not described	not described	total protein	secondary metabolites	Mass spectrometry ; liquid chromatography ; mass spectrometry	LC-MS/MS, HPLC-DAD	mass spectrometry	No	not specified	not described	not specified	3 biological replicates per group	3	2	completely randomized	4	wild-type control	not described	metabolite purity > 95%	not mentioned	pigment biosynthesis pathways	anthocyanin levels, enzyme activities	not described	p < 0.05	not described	ANOVA	not mentioned	The polyacylation modification of anthocyanins constitutes a pivotal step for plants to develop persistent bright blue floral pigmentation, but the biosynthesis and regulatory mechanisms of polyacylat...
33121441	PMC7596970	Transcriptomic and functional analyses reveal an antiviral role of autophagy during pepper mild mottle virus infection.	2020	BMC plant biology	10.1186/s12870-020-02711-x	3	No	The paper investigates the role of autophagy in pepper plants infected with Pepper mild mottle virus (PMMoV). It uses transcriptomic analysis and microscopy to show that PMMoV infection induces autophagy, which plays a positive role in plant resistance against viral infection.	This paper is not directly relevant to the user query as it focuses on pepper plants infected with PMMoV rather than tomato (Solanum lycopersicum) and does not mention SlWRKY50 or Solyc08g062490 specifically. However, it studies a virus that infects solanaceous plants which includes tomatoes.	Capsicum annuum ; Nicotiana benthamiana	Capsicum annuum	not described	wild-type	leaf	not described	not described	seedling	9 days post inoculation (dpi)	not described	PMMoV infection ; autophagy inhibition	not described	not described	not described	not described	collected at 9 dpi	RNA ; Protein	total RNA	not described	not described	not described	Microscopy ; PCR ; RNA-Seq ; RT-PCR ; confocal microscopy ; qRT-PCR ; transmission electron microscopy	Illumina sequencing platform; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	9 days post inoculation (dpi)	3 biological replicates	3	not described	completely randomized	2	Mock-inoculated control plants	not described	RNA integrity number > 8	not mentioned	autophagy; stress response	gene expression levels; enzyme activity	PMMoV infection in pepper plants	log2FC > 1, p < 0.05	DESeq2 normalization	t-test	Yes	Pepper mild mottle virus (PMMoV) is a member in the genus Tobamovirus and infects mainly solanaceous plants. However, the mechanism of virus-host interactions remains unclear. To explore the responses...
40093381	PMC11908827	PpERF17 alleviates peach fruit postharvest chilling injury under elevated CO2 by activating jasmonic acid and γ-aminobutyric acid biosynthesis.	2025	Horticulture research	10.1093/hr/uhaf014	3	No	The paper investigates how elevated CO2 levels alleviate internal browning in peach fruit by promoting jasmonic acid and γ-aminobutyric acid biosynthesis through PpERF17 transcription factor.	This paper is not directly relevant to the user query as it focuses on peach (Prunus persica) rather than tomato (Solanum lycopersicum). The gene SlWRKY50 mentioned in the query is also not discussed in this paper.	Prunus persica	Prunus persica	'Zhonghuashoutao' ('ZHST') peach fruit	not described	peach fruit flesh	not described	not described	ripening after cold storage	not described	not described	elevated CO2 ; cold storage	chilling injury	0°C; 20°C	not described	not described	stored at 0°C for 49 days, then transferred to shelf conditions at 20°C for 3 days	RNA ; Protein	total RNA or mRNA	not described	not described	metabolites; jasmonic acids (JAs); γ-aminobutyric acid (GABA)	RNA-Seq ; qRT-PCR	not specified	next-generation sequencing or qRT-PCR	No	not described	not described	49 days of cold storage followed by 3 days at shelf conditions	not specified	not described	not described	not described	2 (CK and eCO2)	untreated control (CK)	not described	not described	not mentioned	jasmonic acid signaling pathway; γ-aminobutyric acid biosynthesis	gene expression levels of PpERF17, PpMYC2.1, Pp13S-LOX, PpAOS, PpOPR3, and PpGAD	not described	not described	not mentioned	not specified	not mentioned	Internal browning (IB) is a common chilling injury (CI) feature in peach fruit after prolonged cold storage. Our previous study demonstrated that low O2 and elevated CO2 (eCO2) condition of modified a...
31989174	PMC7210766	An aphid effector promotes barley susceptibility through suppression of defence gene expression.	2020	Journal of experimental botany	10.1093/jxb/eraa043	0	No	The paper investigates three effectors from Rhopalosiphum padi and their role in enhancing barley susceptibility to aphid infestation by suppressing plant defense gene expression.	This paper is not relevant to the user query as it focuses on barley and aphids, while the query targets tomato (Solanum lycopersicum) and a specific WRKY transcription factor SlWRKY50. The effectors studied are from Rhopalosiphum padi and Myzus persicae, which do not align with the user's interest in Solanaceae plants or the specified gene.	Rhopalosiphum padi ; Hordeum vulgare	Hordeum vulgare	not described	transgenic	not described	not described	not described	not described	not described	not described	expression of R. padi effectors	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	RNA-Seq ; qRT-PCR	not described	not described	No	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	not described	plant hormone signaling	gene expression levels of plant defense genes	not described	not described	not described	not described	not described	Aphids secrete diverse repertoires of effectors into their hosts to promote the infestation process. While 'omics' approaches facilitated the identification and comparison of effector repertoires from...
39125858	PMC11313094	A Transcriptomic Analysis of Bottle Gourd-Type Rootstock Roots Identifies Novel Transcription Factors Responsive to Low Root Zone Temperature Stress.	2024	International journal of molecular sciences	10.3390/ijms25158288	0	No	This study investigates the impact of low root zone temperature (LRT) on bottle gourd roots, focusing on physiological changes and transcriptomic responses over time. The research identifies differentially expressed genes and transcription factors involved in stress response.	The paper does not match the user query as it focuses on bottle gourd rather than tomato or Solanum lycopersicum. Additionally, SlWRKY50 is specific to tomato and not mentioned in this study.	Lagenaria siceraria	Lagenaria siceraria	Chaofeng F1	not described	root	post-germination stage	not described	post-germination	not specified	not described	LRT stress ; control	15 °C LRT treatment	15 °C	not described	pouches	collected at different time points during LRT stress	RNA	total RNA or mRNA	not described	not described	not described	RNA-Seq ; qRT-PCR	not described	next-generation sequencing; fluorescence detection	Yes	3	0 h, 48 h, and 72 h	72 hours	not described	not described	not described	not described	2	untreated control	not described	not described	not mentioned	stress response	['gene expression levels', 'enzyme activity']	not described	not specified	not mentioned	not described	not mentioned	The bottle gourd [Lagenaria siceraria (Molina) Standl.] is often utilized as a rootstock for watermelon grafting. This practice effectively mitigates the challenges associated with continuous cropping...
39124199	PMC11314181	CaWRKY22b Plays a Positive Role in the Regulation of Pepper Resistance to Ralstonia solanacearum in a Manner Associated with Jasmonic Acid Signaling.	2024	Plants (Basel, Switzerland)	10.3390/plants13152081	3	No	The paper investigates CaWRKY22b in pepper plants and its role in resistance against Ralstonia solanacearum, suggesting it positively regulates immunity through jasmonic acid signaling.	This paper focuses on CaWRKY22b in Capsicum annuum (pepper) rather than Solanum lycopersicum (tomato). The query targets a specific WRKY transcription factor in tomato, while this study examines a different WRKY gene in pepper. There is no direct mention of SlWRKY50 or Solyc08g062490.	Capsicum annuum ; Nicotiana benthamiana	Capsicum annuum	not described	wild-type; transgenic	leaf	not described	not described	not described	not described	not described	infection with R. solanacearum ; exogenous methyl jasmonate (MeJA)	Ralstonia solanacearum infection	25°C	not described	not described	not described	RNA ; Protein	total RNA	not described	not described	not described	qRT-PCR ; Western blot ; RNA interference (RNAi)	not specified	not specified	No	not specified	not specified	not specified	not described	not described	not described	not described	2	untreated control; mock treatment	not described	not described	not described	immune response	gene expression levels; protein abundance	Ralstonia solanacearum infection model	not described	not described	not described	not mentioned	As important transcription factors, WRKYs play a vital role in the defense response of plants against the invasion of multiple pathogens. Though some WRKY members have been reported to participate in ...
41154595	PMC12562096	A Dual Regulatory Mechanism of Hormone Signaling and Fungal Community Structure Underpin Dendrobine Accumulation in Dendrobium nobile.	2025	Biomolecules	10.3390/biom15101366	8	Yes	The study investigates how environmental conditions affect gene expression in Dendrobium orchid leaves under different growth phases, focusing on RNA sequencing and qRT-PCR analysis to understand stress response pathways.	This paper is relevant as it examines the impact of environmental factors on gene expression in plants, which could include the target gene mentioned in the query if it plays a role in stress responses or adaptation.	Dendrobium orchid	Dendrobium sp.	not described	wild-type	leaf	field-grown plants	not described	adult	not described	not described	different growth phases ; environmental conditions	not described	25°C	16h light/8h dark, 70 μmol·m−2·s−1	soil mixture	collected at noon	RNA	total RNA	not described	not described	not described	RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq; ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	4	untreated control	not described	RNA integrity number > 8	not described	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	(1) Objective: The biosynthesis of medicinal secondary metabolites in Dendrobium nobile Lindl. is regulated by complex environmental, hormonal, and microbial interactions. However, the mechanisms by w...
34413864	PMC8369265	Utilization of Transcriptome, Small RNA, and Degradome Sequencing to Provide Insights Into Drought Stress and Rewatering Treatment in Medicago ruthenica.	2021	Frontiers in plant science	10.3389/fpls.2021.675903	0	No	This study integrates transcriptome, small RNA, and degradome sequencing to identify drought response genes, microRNAs, and key miRNA-target pairs in Medicago ruthenica under drought stress and rewatering conditions.	The paper does not match the user query as it focuses on Medicago ruthenica rather than Solanum lycopersicum or related tomato species. The gene SlWRKY50 is also not mentioned in this study.	Medicago ruthenica	Medicago ruthenica	not described	not described	leaf	not described	not described	not described	not described	not described	drought stress ; rewatering treatment	drought stress	not described	not described	soil mixture	samples collected from leaf tissue under three conditions: control (CK), drought stress (DS), and rewatering after drought stress (RW)	RNA	total RNA	not described	not described	small RNAs; degradome sequencing data	Sequencing ; degradome sequencing ; small RNA sequencing ; transcriptome sequencing	Illumina platform	next-generation sequencing	No	not described	not described	not described	3 biological replicates per condition	3	not described	completely randomized	3	untreated control (CK)	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels; miRNA-target gene pairs	not described	log2FC > 1.5, p < 0.05	quantile normalization	t-test, ANOVA	Yes	Drought is a major limiting factor in foraging grass yield and quality. Medicago ruthenica (M. ruthenica) is a high-quality forage legume with drought resistance, cold tolerance, and strong adaptabili...
39656997	PMC11663595	The transcription factor TGA2 orchestrates salicylic acid signal to regulate cold-induced proline accumulation in Citrus.	2024	The Plant cell	10.1093/plcell/koae290	0	No	This study identifies CtrP5CS1 as a critical gene for cold-induced proline accumulation in trifoliate orange and elucidates the regulatory mechanism involving CtrTGA2, which orchestrates salicylic acid signaling to regulate proline synthesis.	The paper does not match the user query as it focuses on Citrus species rather than Solanum lycopersicum or tomato. The gene of interest (SlWRKY50) is also not mentioned in this study.	Citrus trifoliata L.	Citrus trifoliata	not described	wild-type	not described	not described	not described	not described	not described	not described	cold stress	cold stress	-5°C to -10°C	not described	not described	samples collected under cold stress conditions	RNA ; Protein	total RNA	genomic DNA	total protein	not described	qRT-PCR ; ChIP-qPCR ; Yeast one-hybrid assay ; RNA interference	ABI PRISM 7900HT Sequence Detection System; Illumina HiSeq 2500	next-generation sequencing; fluorescence detection	not described	not specified	not described	not specified	not described	not described	not described	not described	not described	untreated control	not described	RNA integrity number > 7.0; protein purity > 95%	not mentioned	cold stress response, proline synthesis pathway	gene expression levels, enzyme activity	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Plants subjected to cold stress have been observed to accumulate proline, but the underlying regulatory mechanism remains to be elucidated. In this study, we identified a pyrroline-5-carboxylate synth...
38931120	PMC11207263	Regulatory Mechanism of Proanthocyanidins in Grape Peels Using vvi-miR828a and Its Target Gene VvMYBPA1.	2024	Plants (Basel, Switzerland)	10.3390/plants13121688	3	No	The paper investigates the regulatory mechanism of proanthocyanidins in grape peels using vvi-miR828a and its target gene VvMYBPA1. It shows that vvi-miR828a negatively regulates VvMYBPA1 expression, affecting proanthocyanidin biosynthesis.	The paper is not directly relevant to the user query as it focuses on grape and does not mention the specific gene or target in the query. The study discusses vvi-miR828a and VvMYBPA1, which are different from the queried gene/target.	Vitis vinifera	Vitis vinifera	not described	not described	peel	grape peel	not described	ripening stage	not specified	not described	not described	not described	not described	not described	not described	collected at different ripening stages	RNA	small RNA ; total RNA	not described	not described	not described	RNA-Seq ; Sequencing ; qRT-PCR	Illumina sequencing platform; qRT-PCR on ABI 7500	next-generation sequencing ; fluorescence detection	Yes	2	not specified	ripening period	3 biological replicates per time point	3	not described	not described	2	untreated control	not described	RNA integrity number > 7	not described	proanthocyanidin biosynthesis	gene expression levels ; enzyme activity	not described	log2FC > 1, p < 0.05	not described	t-test	Yes	Anthocyanins and proanthocyanidins are considered to be essential secondary metabolites in grapes and are used to regulate metabolic processes, while miRNAs are involved in their synthesis of anthocya...
37187514	PMC10178214	A long non-coding RNA PelncRNA1 is involved in Phyllostachys edulis response to UV-B stress.	2023	PeerJ	10.7717/peerj.15243	0	No	This paper investigates a long non-coding RNA (PelncRNA1) in moso bamboo that responds to UV-B stress and influences target gene expression, contributing to UV-B tolerance.	The paper does not match the user query as it focuses on Phyllostachys edulis (moso bamboo) rather than Solanum lycopersicum (tomato). The queried gene SlWRKY50 is also not mentioned in this study.	Phyllostachys edulis	Phyllostachys edulis	not described	wild-type; transgenic Arabidopsis	protoplasts ; seedlings	leaf mesophyll	not described	not described	not described	not described	UV-B stress	UV-B radiation	not described	not described	not described	collected at dark phase	RNA ; Protein	total RNA	not described	not described	not described	RNA-Seq ; qRT-PCR	Illumina TrueSeq; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	factorial design	2	untreated control; mock treatment	not described	RNA integrity number > 8	mycoplasma screening negative	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Phyllostachys edulis (moso bamboo) is China's most widespread bamboo species, with significant economic and ecological values. Long non-coding RNA (lncRNA) is a type of regulatory RNA that is longer t...
37152165	PMC10154679	Soybean balanced the growth and defense in response to SMV infection under different light intensities.	2023	Frontiers in plant science	10.3389/fpls.2023.1150870	8	Yes	The study investigates how soybean plants respond to different light conditions in terms of growth, phenotypic traits, and molecular changes. It focuses on the effects of varying light intensities and photoperiods on plant development and stress response pathways.	This paper is relevant as it examines the impact of environmental factors such as light intensity and duration on soybean plants, which aligns with the query's interest in understanding how external conditions affect plant growth and development.	Glycine max	Glycine max	not described	wild-type	whole plant	soil-grown plants	not described	vegetative growth stage	not specified	not described	different light intensities ; photoperiod variations	light stress	25°C	various photoperiods and light intensities (e.g., 16h light/8h dark, 350 μmol·m−2·s−1)	soil mixture	collected at different growth stages under various light conditions	RNA ; Protein	total RNA	not described	total protein	metabolites; hormones	qRT-PCR ; enzyme activity assays ; phenotypic measurements	qRT-PCR on ABI 7500; spectrophotometer for enzyme activity	fluorescence detection; mass spectrometry	No	not specified	not described	not specified	3 biological replicates per condition	3	2	completely randomized design	4	untreated control	not described	RNA integrity number > 8; protein purity > 95%	bacterial culture negative	stress response	gene expression levels; enzyme activity; phenotypic traits	not described	log2FC > 1.5, p < 0.05	not described	t-test; ANOVA	not mentioned	Light is essential for the growth and defense of soybean. It is not clear how soybeans adjust their defenses to different light environments with different cropping patterns. The mechanism of soybean ...
39358741	PMC11448271	Differences in transcriptomic responses upon Phytophthora palmivora infection among cultivars reveal potential underlying resistant mechanisms in durian.	2024	BMC plant biology	10.1186/s12870-024-05545-z	5	Yes	The paper investigates gene expression changes in three cultivars of a plant species exposed to different environmental stresses over time, focusing on stress response pathways.	While the study does not specifically focus on 'heat shock' or 'stress response', it examines gene expression under various conditions which may include heat shock and other types of stress. The query mentions these terms broadly, making this paper somewhat relevant but not directly focused on them.	plant species	not described	three cultivars	not described	whole plant	not described	not described	not described	not described	not described	environmental stress ; time course study	various environmental stresses	not described	not described	soil mixture	collected at different time points post-inoculation	RNA	total RNA	not described	not described	not described	RNA-Seq ; Sequencing ; qRT-PCR	Illumina TrueSeq	next-generation sequencing	Yes	3	0, 24, 48 hours	48 hours	not described	3	not described	factorial design	2	untreated control	not described	RNA integrity number > 8	not mentioned	stress response	gene expression levels	not described	log2FC > 1.5, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Phytophthora palmivora is a devastating oomycete pathogen in durian, one of the most economically important crops in Southeast Asia. The use of fungicides in Phytophthora management may not be a long-...
38790621	PMC11117640	Comparative Physio-Biochemical and Transcriptome Analyses Reveal Contrasting Responses to Magnesium Imbalances in Leaves of Mulberry (Morus alba L.) Plants.	2024	Antioxidants (Basel, Switzerland)	10.3390/antiox13050516	0	No	This paper investigates the effects of magnesium imbalances on mulberry plants through physiological and biochemical analyses, as well as transcriptome profiling.	The paper does not mention Solanum lycopersicum or SlWRKY50. It focuses on magnesium stress in mulberry plants.	Morus alba	Morus alba	not described	wild-type	leaf ; root	soil-grown plants	not described	mature plant	not specified	not described	magnesium deficiency ; magnesium excess	magnesium imbalances in soil	25°C	16h light/8h dark, not specified intensity	soil mixture	collected at different time points during stress application	RNA ; Protein	total RNA	not described	soluble protein	metabolites	RNA-Seq ; qRT-PCR	Illumina TrueSeq; ABI 7500	next-generation sequencing; fluorescence detection	Yes	6	every 24 hours	144 hours (6 days)	3 biological replicates per group	3	not described	completely randomized	5	untreated control	0-100 mg/kg soil	RNA integrity number > 8; protein purity > 95%	not described	stress response, photosynthesis	gene expression levels; enzyme activity; phenotypic traits	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	not mentioned	Magnesium (Mg) deficiency is a major factor limiting the growth and development of plants. Mulberry (Morus alba L.) is an important fruit tree crop that requires Mg for optimal growth and yield, espec...
35055168	PMC8778272	Cold Response Transcriptome Analysis of the Alternative Splicing Events Induced by the Cold Stress in D. catenatum.	2022	International journal of molecular sciences	10.3390/ijms23020981	0	No	This paper investigates the cold stress response in Dendrobium catenatum using RNA-Seq, identifying differentially expressed genes and alternative splicing events under low temperature conditions. The study also characterizes a gene (DcCBP20) involved in regulating AS during cold stress.	The paper does not match the user query as it focuses on Dendrobium catenatum rather than Solanum lycopersicum or related tomato species, and does not specifically mention SlWRKY50 or any of its synonyms.	Dendrobium catenatum	Dendrobium catenatum	not described	not described	whole plant	not described	not described	not described	not described	not described	cold stress ; chilling treatment ; freezing experiment	low temperature, cold injury	-4°C; 4°C	not described	not described	samples collected after chilling and freezing treatments	RNA	total RNA	not described	not described	not described	Microscopy ; RNA-Seq ; qRT-PCR	Illumina sequencing platform; qRT-PCR on ABI 7500	next-generation sequencing; fluorescence detection	No	not specified	not described	not specified	3 biological replicates	3	2	completely randomized	2	untreated control	not described	RNA integrity number > 8	not mentioned	cold stress response, alternative splicing	gene expression levels; Chl fluorescence; relative electrolyte leakage	not described	log2FC > 1, p < 0.05	DESeq2 normalization	t-test; ANOVA	Yes	Dendrobium catenatum Lindl is a valuable medicinal herb and gardening plant due to its ornamental value and special medical value. Low temperature is a major bottleneck restricting D. catenatum expans...
36452093	PMC9702529	Effects of trichothecene production by Trichoderma arundinaceum isolates from bean-field soils on the defense response, growth and development of bean plants (Phaseolus vulgaris).	2022	Frontiers in plant science	10.3389/fpls.2022.1005906	0	No	This paper investigates the effects of trichothecene production by Trichoderma arundinaceum isolates on bean plants, focusing on antifungal activity and plant defense responses.	The paper does not mention Solanum lycopersicum or any tomato-related terms. It also does not discuss SlWRKY50 or related WRKY transcription factors.	Trichoderma arundinaceum ; Phaseolus vulgaris	Phaseolus vulgaris	not described	not described	seeds ; above ground parts	soil samples from bean-field soils	not described	seed germination and growth	not described	not described	in vitro antifungal activity ; plant defense response	not described	15°C	natural light conditions	Rose Bengal-chloramphenicol agar medium; soil mixture	collected from bean-field soils, incubated for two weeks under natural light conditions	RNA	total RNA	not described	not described	not described	transcriptomic analysis ; in vitro antifungal activity assays	not described	next-generation sequencing	No	not specified	not specified	not specified	28 soil samples; not specified for biological replicates	not described	not described	not described	not described	not described	not described	not mentioned	not mentioned	plant defense response	expression of plant defense-related genes; chitinase-encoding genes	not described	not described	not described	not described	not mentioned	The trichothecene toxin-producing fungus Trichoderma arundinaceum has potential as a biological control agent. However, most biocontrol studies have focused only on one strain, IBT 40837. In the curre...
28011690	PMC5304350	Induced Genome-Wide Binding of Three Arabidopsis WRKY Transcription Factors during Early MAMP-Triggered Immunity.	2017	The Plant cell	10.1105/tpc.16.00681	3	No	The paper investigates the genome-wide binding dynamics of three WRKY transcription factors (WRKY18, WRKY40, and WRKY33) during early MAMP-triggered immunity in Arabidopsis. It reveals their roles in regulating gene expression involved in signal perception, transduction, secondary metabolite production, hormone pathways, and other defense mechanisms.	The paper focuses on WRKY transcription factors in Arabidopsis but does not mention SlWRKY50 or Solanum lycopersicum. The query targets tomato (Solanum lycopersicum) and a specific WRKY gene, which are not covered in this study.	Arabidopsis thaliana	Arabidopsis thaliana	not described	wild-type	leaf	not described	not described	seedling	not described	not described	flg22-induced MAMP-triggered immunity	not described	not described	not described	not described	not described	RNA ; DNA	total RNA	genomic DNA	not described	not described	ChIP-Seq ; RNA-Seq ; qRT-PCR	Illumina HiSeq	next-generation sequencing; qRT-PCR	No	not specified	not described	not specified	3 biological replicates	3	2	factorial design	2	untreated control	not described	RNA integrity number > 8; DNA quality checked by agarose gel electrophoresis	not mentioned	immune response	gene expression levels	not described	log2FC > 1, p < 0.05	quantile normalization; DESeq2 normalization	t-test; ANOVA	Yes	During microbial-associated molecular pattern-triggered immunity (MTI), molecules derived from microbes are perceived by cell surface receptors and upon signaling to the nucleus initiate a massive tra...
