pmid	title	year	journal	publication_type	authors	doi	pmcid	url	abstract	fetched_at
27991526	Putative WRKYs associated with regulation of fruit ripening revealed by detailed expression analysis of the WRKY gene family in pepper.	2016	Scientific reports	Journal Article; Research Support, Non-U.S. Gov't	Cheng Y; Ahammed GJ; Yu J	10.1038/srep39000	PMC5171846	https://www.ncbi.nlm.nih.gov/pubmed/27991526	WRKY transcription factors play important roles in plant development and stress responses. Here, global expression patterns of pepper CaWRKYs in various tissues as well as response to environmental stresses and plant hormones were systematically analyzed, with an emphasis on fruit ripening. The results showed that most CaWRKYs were expressed in at least two of the tissues tested. Group I, a subfamily of the entire CaWRKY gene family, had a higher expression level in vegetative tissues, whereas groups IIa and III showed relatively lower expression levels. Comparative analysis showed that the constitutively highly expressed WRKY genes were conserved in tomato and pepper, suggesting potential functional similarities. Among the identified 61 CaWRKYs, almost 60% were expressed during pepper fruit maturation, and the group I genes were in higher proportion during the ripening process, indicating an as-yet unknown function of group I in the fruit maturation process. Further analysis suggested that many CaWRKYs expressed during fruit ripening were also regulated by abiotic stresses or plant hormones, indicating that these CaWRKYs play roles in the stress-related signaling pathways during fruit ripening. This study provides new insights to the current research on CaWRKY and contributes to our knowledge about the global regulatory network in pepper fruit ripening.	2026-03-03T14:25:21.590424
40458215	Genome-wide identification of WRKY gene family and expression analysis of key WRKY genes in response to Fusarium solani infection in Lycium barbarum.	2025	Frontiers in plant science	Journal Article	Wu X; Li N; Wang B	10.3389/fpls.2025.1543373	PMC12127359	https://www.ncbi.nlm.nih.gov/pubmed/40458215	Wolfberry (Lycium barbarum), a member of the Solanaceae family, is recognized as a pioneering tree species for afforestation in saline-alkali soils and holds significant economic value as a forest species. Its fruit is abundant in bioactive compounds that contribute in both ecological health and human well-being. The WRKY gene family has been extensively studied across various species, with its members' functions increasingly elucidated. However, limited research has focused on the role of the WRKY genes of L. barbarum, particularly in resistance to root rot. This study identified the bioinformatics of 104 WRKY genes in wolfberry, encompassing phylogenetics, conserved motifs, gene structures, synteny, and collinearity. Based on structural and phylogenetic, the 104 LbWRKYs are divided into three main groups, Group I, II and III, with 26, 62 and 15 members, respectively. Synteny analysis revealed high homology between LbWRKY and tomato SlWRKY, with a total of 117 pairs of homologous genes identified. Cis-acting elements analysis demonstrated that subgroup II LbWRKY genes contained a higher number of plant hormone-related regulatory elements. Furthermore, 28 LbWRKY genes were found to respond to the infection of Fusarium solani. Protein-protein interaction prediction and correlation analyses revealed that associations between LbWRKY genes and flavonoid and phenylpropanoid synthesis-related genes, and the results showed that LbWRKY8/100/63/84/102/42/45 was involved in the mechanism of root rot resistance. Expression analysis following Fusarium solani inoculation confirmed that these genes participate in root rot resistance in L. barbarum. This study provides valuable insights into the functional roles of LbWRKY genes, and establishing a foundation for future research on their involvement in secondary metabolite synthesis and their role in enhancing the disease resistance of L. barbarum.	2026-03-03T14:25:22.315118
31906447	The Role of Major Transcription Factors in Solanaceous Food Crops under Different Stress Conditions: Current and Future Perspectives.	2020	Plants (Basel, Switzerland)	Journal Article; Review	Tolosa LN; Zhang Z	10.3390/plants9010056	PMC7020414	https://www.ncbi.nlm.nih.gov/pubmed/31906447	Plant growth, development, and productivity are adversely affected by environmental stresses such as drought (osmotic stress), soil salinity, cold, oxidative stress, irradiation, and diverse diseases. These impacts are of increasing concern in light of climate change. Noticeably, plants have developed their adaptive mechanism to respond to environmental stresses by transcriptional activation of stress-responsive genes. Among the known transcription factors, DoF, WRKY, MYB, NAC, bZIP, ERF, ARF and HSF are those widely associated with abiotic and biotic stress response in plants. Genome-wide identification and characterization analyses of these transcription factors have been almost completed in major solanaceous food crops, emphasizing these transcription factor families which have much potential for the improvement of yield, stress tolerance, reducing marginal land and increase the water use efficiency of solanaceous crops in arid and semi-arid areas where plant demand more water. Most importantly, transcription factors are proteins that play a key role in improving crop yield under water-deficient areas and a place where the severity of pathogen is very high to withstand the ongoing climate change. Therefore, this review highlights the role of major transcription factors in solanaceous crops, current and future perspectives in improving the crop traits towards abiotic and biotic stress tolerance and beyond. We have tried to accentuate the importance of using genome editing molecular technologies like CRISPR/Cas9, Virus-induced gene silencing and some other methods to improve the plant potential in giving yield under unfavorable environmental conditions.	2026-03-03T14:25:23.160733
37940862	Transcriptomic characterization of Trichoderma harzianum T34 primed tomato plants: assessment of biocontrol agent induced host specific gene expression and plant growth promotion.	2023	BMC plant biology	Journal Article	Aamir M; Shanmugam V; Dubey MK	10.1186/s12870-023-04502-6	PMC10631224	https://www.ncbi.nlm.nih.gov/pubmed/37940862	In this study, we investigated the intricate interplay between Trichoderma and the tomato genome, focusing on the transcriptional and metabolic changes triggered during the late colonization event. Microarray probe set (GSE76332) was utilized to analyze the gene expression profiles changes of the un-inoculated control (tomato) and Trichoderma-tomato interactions for identification of the differentially expressed significant genes. Based on principal component analysis and R-based correlation, we observed a positive correlation between the two cross-comaparable groups, corroborating the existence of transcriptional responses in the host triggered by Trichoderma priming. The statistically significant genes based on different p-value cut-off scores [(padj-values or q-value); padj-value < 0.05], [(pcal-values); pcal-value < 0.05; pcal < 0.01; pcal < 0.001)] were cross compared. Through cross-comparison, we identified 156 common genes that were consistently significant across all probability thresholds, and showing a strong positive corelation between p-value and q-value in the selected probe sets. We reported TD2, CPT1, pectin synthase, EXT-3 (extensin-3), Lox C, and pyruvate kinase (PK), which exhibited upregulated expression, and Glb1 and nitrate reductase (nii), which demonstrated downregulated expression during Trichoderma-tomato interaction. In addition, microbial priming with Trichoderma resulted into differential expression of transcription factors related to systemic defense and flowering including MYB13, MYB78, ERF2, ERF3, ERF5, ERF-1B, NAC, MADS box, ZF3, ZAT10, A20/AN1, polyol sugar transporter like zinc finger proteins, and a novel plant defensin protein. The potential bottleneck and hub genes involved in this dynamic response were also identified. The protein-protein interaction (PPI) network analysis based on 25 topmost DEGS (pcal-value < 0.05) and the Weighted Correlation Gene Network Analysis (WGCNA) of the 1786 significant DEGs (pcal-value < 0.05) we reported the hits associated with carbohydrate metabolism, secondary metabolite biosynthesis, and the nitrogen metabolism. We conclude that the Trichoderma-induced microbial priming re-programmed the host genome for transcriptional response during the late colonization event and were characterized by metabolic shifting and biochemical changes specific to plant growth and development. The work also highlights the relevance of statistical parameters in understanding the gene regulatory dynamics and complex regulatory networks based on differential expression, co-expression, and protein interaction networks orchestrating the host responses to beneficial microbial interactions.	2026-03-03T14:25:23.978560
27543452	Effect of salt stress on ion concentration, proline content, antioxidant enzyme activities and gene expression in tomato cultivars.	2016	AoB PLANTS	Journal Article	Gharsallah C; Fakhfakh H; Grubb D	NA	PMC5091694	https://www.ncbi.nlm.nih.gov/pubmed/27543452	Salinity is a constraint limiting plant growth and productivity of crops throughout the world. Understanding the mechanism underlying plant response to salinity provides new insights into the improvement of salt tolerance-crops of importance. In the present study, we report on the responses of twenty cultivars of tomato. We have clustered genotypes into scale classes according to their response to increased NaCl levels. Three local tomato genotypes, representative of different saline scale classes, were selected for further investigation. During early (0 h, 6 h and 12 h) and later (7 days) stages of the response to salt treatment, ion concentrations (Na+, K+  and Ca2+), proline content, enzyme activities (catalase, ascorbate peroxidase and guiacol peroxidase) were recorded. qPCR analysis of candidate genes WRKY (8, 31and 39), ERF (9, 16 and 80), LeNHX (1, 3 and 4) and HKT (class I) were performed. A high K+, Ca2 +and proline accumulation as well as a decrease of Na+  concentration-mediated salt tolerance. Concomitant with a pattern of high-antioxidant enzyme activities, tolerant genotypes also displayed differential patterns of gene expression during the response to salt stress.	2026-03-03T14:25:24.702801
36013965	New Insights into Bacillus-Primed Plant Responses to a Necrotrophic Pathogen Derived from the Tomato-Botrytis Pathosystem.	2022	Microorganisms	Journal Article	Morales P; González M; Salvatierra-Martínez R	10.3390/microorganisms10081547	PMC9416759	https://www.ncbi.nlm.nih.gov/pubmed/36013965	Induced systemic resistance (ISR) is one of the most studied mechanisms of plant−microbe interaction and is considered a very promising alternative for integrated pest management programs. In our study, we explored the plant defense response induced by Bacillus velezensis BBC047 in relation to its application before or after Botrytis cinerea infection of tomato plants. The inoculation of BBC047 did not considerably alter the gene expression of the tomato tissues, whereas infection with B. cinerea in BBC047-primed plants induced expression of LRR and NBS-LRR receptors, which are highly related to the ISR response. As expected, B. cinerea infection generated molecular patterns typical of a defense response to pathogen infection as the overexpression of pathogenesis-related proteins (PRs) in leaflets distant to the point of infection. The curative treatment (P + F + B) allowed us to gain insights into plant response to an inverted priming. In this treatment, B. cinerea caused the m tissue damage, extending nearly entirely across the entire infected leaves. Additionally, genes generally associated with early SAR response (<16 h) were overexpressed, and apparently, the beneficial strain was not perceived as such. Therefore, we infer that the plant defense to the curative treatment represents a higher degree of biological stress triggered by the incorporation of strain BBC047 as second arriving microorganism. We highlight the importance the phytosanitary status of plants prior to inoculation of beneficial microorganism for the biocontrol of pathogens.	2026-03-03T14:25:25.423008
29857524	Revisiting the Role of Plant Transcription Factors in the Battle against Abiotic Stress.	2018	International journal of molecular sciences	Journal Article; Review	Khan SA; Li MZ; Wang SM	10.3390/ijms19061634	PMC6032162	https://www.ncbi.nlm.nih.gov/pubmed/29857524	Owing to diverse abiotic stresses and global climate deterioration, the agricultural production worldwide is suffering serious losses. Breeding stress-resilient crops with higher quality and yield against multiple environmental stresses via application of transgenic technologies is currently the most promising approach. Deciphering molecular principles and mining stress-associate genes that govern plant responses against abiotic stresses is one of the prerequisites to develop stress-resistant crop varieties. As molecular switches in controlling stress-responsive genes expression, transcription factors (TFs) play crucial roles in regulating various abiotic stress responses. Hence, functional analysis of TFs and their interaction partners during abiotic stresses is crucial to perceive their role in diverse signaling cascades that many researchers have continued to undertake. Here, we review current developments in understanding TFs, with particular emphasis on their functions in orchestrating plant abiotic stress responses. Further, we discuss novel molecular mechanisms of their action under abiotic stress conditions. This will provide valuable information for understanding regulatory mechanisms to engineer stress-tolerant crops.	2026-03-03T14:25:26.273090
32647458	Tomato contrasting genotypes responses under combined salinity and viral stresses.	2020	Physiology and molecular biology of plants : an international journal of functional plant biology	Journal Article	Gharsallah C; Gharsallah Chouchane S; Werghi S	10.1007/s12298-020-00835-w	PMC7326896	https://www.ncbi.nlm.nih.gov/pubmed/32647458	Tomato yellow leaf curl disease (TYLCD) and salinity stress adversely affect tomato production worldwide by causing extensive damages. In Tunisia, identifying TYLCD resistant cultivars selected in different environments is useful to devise counter-measures. To this end, 20 tomato commercial cultivars were screened for different Ty gene alleles' combinations and evaluated either for TYLCD incidence or salinity constraint. We built a biological multi-layer network for integrating, visualizing and modelling generated data. It is a simple representation view linking allelic combinations to tomato cultivars behaviour under viral and salt stresses. In addition, we analyzed differential expression of transcriptions factors (TFs) belonging to WRKY and ERF families in selected resistant (R) and susceptible (S) tomato cultivars. Gene expression was evaluated for short- and long stress exposure to either TYLCSV infection or to both viral and salinity stresses. Evidence is that TFs promote resistance to abiotic and biotic stresses through a complex regulatory network.	2026-03-03T14:25:27.126868
34122492	Transcriptomic Analysis of Resistant and Susceptible Responses in a New Model Root-Knot Nematode Infection System Using Solanum torvum and Meloidogyne arenaria.	2021	Frontiers in plant science	Journal Article	Sato K; Uehara T; Holbein J	10.3389/fpls.2021.680151	PMC8194700	https://www.ncbi.nlm.nih.gov/pubmed/34122492	Root-knot nematodes (RKNs) are among the most devastating pests in agriculture. Solanum torvum Sw. (Turkey berry) has been used as a rootstock for eggplant (aubergine) cultivation because of its resistance to RKNs, including Meloidogyne incognita and M. arenaria. We previously found that a pathotype of M. arenaria, A2-J, is able to infect and propagate in S. torvum. In vitro infection assays showed that S. torvum induced the accumulation of brown pigments during avirulent pathotype A2-O infection, but not during virulent A2-J infection. This experimental system is advantageous because resistant and susceptible responses can be distinguished within a few days, and because a single plant genome can yield information about both resistant and susceptible responses. Comparative RNA-sequencing analysis of S. torvum inoculated with A2-J and A2-O at early stages of infection was used to parse the specific resistance and susceptible responses. Infection with A2-J did not induce statistically significant changes in gene expression within one day post-inoculation (DPI), but afterward, A2-J specifically induced the expression of chalcone synthase, spermidine synthase, and genes related to cell wall modification and transmembrane transport. Infection with A2-O rapidly induced the expression of genes encoding class III peroxidases, sesquiterpene synthases, and fatty acid desaturases at 1 DPI, followed by genes involved in defense, hormone signaling, and the biosynthesis of lignin at 3 DPI. Both isolates induced the expression of suberin biosynthetic genes, which may be triggered by wounding during nematode infection. Histochemical analysis revealed that A2-O, but not A2-J, induced lignin accumulation at the root tip, suggesting that physical reinforcement of cell walls with lignin is an important defense response against nematodes. The S. torvum-RKN system can provide a molecular basis for understanding plant-nematode interactions.	2026-03-03T14:25:27.933873
37834448	Genome-Wide Identification and Characterization of WRKY Transcription Factors in Betula platyphylla Suk. and Their Responses to Abiotic Stresses.	2023	International journal of molecular sciences	Journal Article	Yu J; Zhang X; Cao J	10.3390/ijms241915000	PMC10573109	https://www.ncbi.nlm.nih.gov/pubmed/37834448	The WRKY transcription factor (TF) family is one the largest plant-specific transcription factor families. It has been proven to play significant roles in multiple plant biological processes, especially stress response. Although many WRKY TFs have been identified in various plant species, WRKYs in white birch (Betula platyphylla Suk.) remain to be studied. Here, we identified a total of 68 BpWRKYs, which could be classified into four main groups. The basic physiochemical properties of these TFs were analyzed using bioinformatics tools, including molecular weight, isoelectric point, chromosome location, and predicted subcellular localization. Most BpWRKYs were predicted to be located in the nucleus. Synteny analysis found 17 syntenic gene pairs among BpWRKYs and 52 syntenic gene pairs between BpWRKYs and AtWRKYs. The cis-acting elements in the promoters of BpWRKYs could be enriched in multiple plant biological processes, including stress response, hormone response, growth and development, and binding sites. Tissue-specific expression analysis using qRT-PCR showed that most BpWRKYs exhibited highest expression levels in the root. After ABA, salt (NaCl), or cold treatment, different BpWRKYs showed different expression patterns at different treatment times. Furthermore, the results of the Y2H assay proved the interaction between BpWRKY17 and a cold-responsive TF, BpCBF7. By transient expression assay, BpWRKY17 and BpWRKY67 were localized in the nucleus, consistent with the previous prediction. Our study hopes to shed light for research on WRKY TFs and plant stress response.	2026-03-03T14:25:28.604686
40021992	Genome-wide identification and expression profiling of WRKY gene family in grain Amaranth (Amaranthus hypochondriacus L.) under salinity and drought stresses.	2025	BMC plant biology	Journal Article	Singh A; Maurya A; Gupta R	10.1186/s12870-025-06270-x	PMC11869666	https://www.ncbi.nlm.nih.gov/pubmed/40021992	The WRKY gene family plays a significant role in plant growth, development, and responses to biotic and abiotic stresses. However, the role of the WRKY gene family has not been reported in Amaranthus hypochondriacus. This study presents a comprehensive genome-wide analysis of the WRKY gene family in grain amaranth (A. hypochondriacus L.), a resilient crop known for its high nutritional value and adaptability to challenging environments.	2026-03-03T14:25:29.406677
35432436	Analysis of WRKY Resistance Gene Family in Boehmeria nivea (L.) Gaudich: Crosstalk Mechanisms of Secondary Cell Wall Thickening and Cadmium Stress.	2022	Frontiers in plant science	Journal Article	Feng X; Abubakar AS; Yu C	10.3389/fpls.2022.812988	PMC9010656	https://www.ncbi.nlm.nih.gov/pubmed/35432436	A total of 60 WRKY family genes of ramie were identified in the ramie. The genes were unevenly distributed across 14 chromosomes in the specie and highly concentrated (72%) in the distal telomeric region. Phylogenetic analysis placed these genes into seven distinct subfamilies groups: I, II (a, b, c, d, e), and III, with group IIc containing only the variant of heptapetide sequence (WRKYGKK). Segmental duplication events (41.7%) was found to be the main driver of BnGWRKY evolution. Thirty eight from among the genes showed collinear relationships with WRKY genes from Arabidopsis thaliana, Cannabis sativa, Oryza sativa, and Zea mays. The number and density of stress and hormone responsives cis-acting elements were comparably higher than other elements, with abundant ARE and rare LTR cis-acting elements indicating the long-standing adaptability of ramie to its natural environment. GO and KEGG enrichment analysis of the WRKY target genes revealed their involvement in response to stimuli, immune system processes, transporter protein activity and antioxidant activity. Expression analysis show that most WRKYs were activated by the cadmium stress, more especially the BnGWRKY2, BnGWRKY15, BnGWRKY20, BnGWRKY50 and BnGWRKY58. Combining transcriptome, orthologous gene relationships and qPCR result, we established the possible involvement of BnGWRKY50 and BnGWRKY58 in crosstalk mechanism between secondary cell wall thickening and Cd2+ stress. This provided information into the role of BnGWRKY proteins in ramie secondary wall development and cadmium stress response to, and could serve as basis for improvement of the ramie.	2026-03-03T14:25:30.404960
26123791	Tobacco drought stress responses reveal new targets for Solanaceae crop improvement.	2015	BMC genomics	Journal Article; Research Support, Non-U.S. Gov't	Rabara RC; Tripathi P; Reese RN	10.1186/s12864-015-1575-4	PMC4485875	https://www.ncbi.nlm.nih.gov/pubmed/26123791	The Solanaceae are an economically important family of plants that include tobacco (Nicotiana tabacum L.), tomato, and potato. Drought is a major cause of crop losses.	2026-03-03T14:25:31.130342
36938003	Regulation of the regulators: Transcription factors controlling biosynthesis of plant secondary metabolites during biotic stresses and their regulation by miRNAs.	2023	Frontiers in plant science	Journal Article; Review	Kajla M; Roy A; Singh IK	10.3389/fpls.2023.1126567	PMC10017880	https://www.ncbi.nlm.nih.gov/pubmed/36938003	Biotic stresses threaten to destabilize global food security and cause major losses to crop yield worldwide. In response to pest and pathogen attacks, plants trigger many adaptive cellular, morphological, physiological, and metabolic changes. One of the crucial stress-induced adaptive responses is the synthesis and accumulation of plant secondary metabolites (PSMs). PSMs mitigate the adverse effects of stress by maintaining the normal physiological and metabolic functioning of the plants, thereby providing stress tolerance. This differential production of PSMs is tightly orchestrated by master regulatory elements, Transcription factors (TFs) express differentially or undergo transcriptional and translational modifications during stress conditions and influence the production of PSMs. Amongst others, microRNAs, a class of small, non-coding RNA molecules that regulate gene expression post-transcriptionally, also play a vital role in controlling the expression of many such TFs. The present review summarizes the role of stress-inducible TFs in synthesizing and accumulating secondary metabolites and also highlights how miRNAs fine-tune the differential expression of various stress-responsive transcription factors during biotic stress.	2026-03-03T14:25:32.094378
31328030	Transcription factors involved in abiotic stress responses in Maize (Zea mays L.) and their roles in enhanced productivity in the post genomics era.	2019	PeerJ	Journal Article	Kimotho RN; Baillo EH; Zhang Z	10.7717/peerj.7211	PMC6622165	https://www.ncbi.nlm.nih.gov/pubmed/31328030	Maize (Zea mays L.) is a principal cereal crop cultivated worldwide for human food, animal feed, and more recently as a source of biofuel. However, as a direct consequence of water insufficiency and climate change, frequent occurrences of both biotic and abiotic stresses have been reported in various regions around the world, and recently, this has become a constant threat in increasing global maize yields. Plants respond to abiotic stresses by utilizing the activities of transcription factors (TFs), which are families of genes coding for specific TF proteins. TF target genes form a regulon that is involved in the repression/activation of genes associated with abiotic stress responses. Therefore, it is of utmost importance to have a systematic study on each TF family, the downstream target genes they regulate, and the specific TF genes involved in multiple abiotic stress responses in maize and other staple crops.	2026-03-03T14:25:32.943522
39279216	Modulation of plant transcription factors and priming of stress tolerance by plant growth-promoting bacteria: a systematic review.	2025	Annals of botany	Journal Article; Systematic Review	Kaleh AM; Singh P; Ooi Chua K	10.1093/aob/mcae166	PMC11897433	https://www.ncbi.nlm.nih.gov/pubmed/39279216	Plant growth-promoting bacteria (PGPB) have been shown to improve plant growth and stress tolerance through mechanisms including improved access to nutrients and biotic competition with pathogens. As such, the use of PGPB can help to address challenges to crop productivity, but information on interactions between PGPB and their plant hosts, especially at the level of gene regulation, is distributed across diverse studies involving several different plants and PGPB.	2026-03-03T14:25:33.752021
37147414	RNA-seq analysis and reconstruction of gene networks involved in response to salinity stress in quinoa (cv. Titicaca).	2023	Scientific reports	Journal Article	Hosseini SS; Ramezanpour SS; Soltanloo H	10.1038/s41598-023-34534-9	PMC10163252	https://www.ncbi.nlm.nih.gov/pubmed/37147414	To better understand the mechanisms involved in salinity stress, the adaptability of quinoa cv. Titicaca-a halophytic plant-was investigated at the transcriptome level under saline and non-saline conditions. RNA-sequencing analysis of leaf tissue at the four-leaf stage by Illumina paired-end method was used to compare salt stress treatment (four days after stress at 13.8 dsm-1) and control. Among the obtained 30,846,354 transcripts sequenced, 30,303 differentially expressed genes from the control and stress treatment samples were identified, with 3363 genes expressed ≥ 2 and false discovery rate (FDR) of < 0.001. Six differential expression genes were then selected and qRT-PCR was used to confirm the RNA-seq results. Some of the genes (Include; CML39, CBSX5, TRX1, GRXC9, SnRKγ1 and BAG6) and signaling pathways discussed in this paper not been previously studied in quinoa. Genes with ≥ 2 were used to design the gene interaction network using Cytoscape software, and AgriGO software and STRING database were used for gene ontology. The results led to the identification of 14 key genes involved in salt stress. The most effective hub genes involved in salt tolerance were the heat shock protein gene family. The transcription factors that showed a significant increase in expression under stress conditions mainly belonged to the WRKY, bZIP and MYB families. Ontology analysis of salt stress-responsive genes and hub genes revealed that metabolic pathways, binding, cellular processes and cellular anatomical entity are among the most effective processes involved in salt stress.	2026-03-03T14:25:34.474891
41012013	Environmental Factors, Developmental Genes and Oxidative Stress Determine Inter-Species Variability in Seed Longevity in Salicaceae.	2025	Plants (Basel, Switzerland)	Journal Article	Zhang X; Ai Q; Hu X	10.3390/plants14182861	PMC12473942	https://www.ncbi.nlm.nih.gov/pubmed/41012013	Dry seed longevity varies considerably among species, but little is known about its relation with the climate and the molecular mechanisms that determine seed lifespan. Salicaceae species, with more than 620 species worldwide, are known to produce short-lived seeds, making them particularly good models to explore ageing processes in the glassy state rather than under accelerated ageing. We compared seed lifespan for 13 species of Salix and Populus across a broad geographical range (up to 2200 m a.s.l.). High-quality seeds were obtained by optimizing collection time (just before capsule dehiscence) and post-harvest handling (i.e., the use of negative pressure to remove seed hairs). At optimal moisture contents (MCs) between 6 and 9%, most species seeds demonstrated minimal decreases in viability after storage at -20 °C or in liquid nitrogen for 3 years. Dry room (15% RH, 15 °C) storage differentiated between species' seed lifespans (P50s) of c. 150 to >1200 d. Unlike Salix, Populus species from warm wet environments tended to produce longer-lived seeds in dry storage. Based on transcriptome data on Populus davidiana (longer-lived) and Populus euphratica (shorter-lived), we revealed high correlations between late seed maturation genes, such as 60% of HSP and 67% of LEA genes showed higher expression in P. davidiana seeds, while 70% of WRKY transcription factors showed significantly higher expression in P. euphratica seeds. For these two species, genes related to oxidative stress might be the most important contributor to different seed longevity in the dry glassy state.	2026-03-03T14:25:35.153428
33101258	Transcriptome Profiles Reveal the Growth-Promoting Mechanisms of Paenibacillus polymyxa YC0136 on Tobacco (Nicotiana tabacum L.).	2020	Frontiers in microbiology	Journal Article	Liu H; Wang J; Sun H	10.3389/fmicb.2020.584174	PMC7546199	https://www.ncbi.nlm.nih.gov/pubmed/33101258	Paenibacillus polymyxa is an important member of the plant growth-promoting rhizobacteria. P. polymyxa YC0136 inoculation had beneficial effect on growth promotion and biological control of tobacco (Nicotiana tabacum L.) under field conditions. This study aimed to reveal the growth-promoting mechanisms of strain YC0136. In growth-promotion assays, tobacco plant height was increased by 8.42% and 8.25% at 60 and 90 days, respectively, after inoculation with strain YC0136. Strain YC0136 also promoted the accumulation of tobacco biomass in varying degrees. Following inoculation with strain YC0136, 3,525 and 4,368 tobacco genes were up-regulated and down-regulated, respectively. Strain YC0136 induced the expression of plant hormone-related genes in tobacco, including auxin, cytokinin, and gibberellin, as well as transcription factors related to stress resistance such as WRKY and MYB. In addition, strain YC0136 induced the up-regulation of genes in the phenylpropanoid biosynthesis pathway by 1.51-4.59 times. Interaction with tobacco also induced gene expression changes in strain YC0136, with 286 and 223 genes up-regulated and down-regulated, respectively. Tobacco interaction induced up-regulation of the ilvB gene related to auxin biosynthesis in strain YC0136 by 1.72 times and induced expression of some nutrient transport genes. This study contributes to our understanding of the growth-promoting mechanisms of strain YC0136 on tobacco and provides a theoretical basis for the application of P. polymyxa YC0136 as a biological fertilizer.	2026-03-03T14:25:35.931522
31504768	Epigenetic aspects of floral homeotic genes in relation to sexual dimorphism in the dioecious plant Mercurialis annua.	2019	Journal of experimental botany	Journal Article; Research Support, Non-U.S. Gov't	Khadka J; Yadav NS; Guy M	10.1093/jxb/erz379	PMC6859717	https://www.ncbi.nlm.nih.gov/pubmed/31504768	In plants, dioecy characterizes species that carry male and female flowers on separate plants and it occurs in about 6% of angiosperms; however, the molecular mechanisms that underlie dioecy are essentially unknown. The ability for sex-reversal by hormone application raises the hypothesis that the genes required for the expression of both sexes are potentially functional but are regulated by epigenetic means. In this study, proteomic analysis of nuclear proteins isolated from flower buds of females, males, and feminized males of the dioecious plant Mercurialis annua revealed differential expression of nuclear proteins that are implicated in chromatin structure and function, including floral homeotic proteins. Focusing on floral genes, we found that class B genes were mainly expressed in male flowers, while class D genes, as well as SUPERMAN-like genes, were mainly expressed in female flowers. Cytokinin-induced feminization of male plants was associated with down-regulation of male-specific genes concomitantly with up-regulation of female-specific genes. No correlation was found between the expression of class B and D genes and the changes in DNA methylation or chromatin conformation of these genes. Thus, we could not confirm DNA methylation or chromatin conformation of floral genes to be the major determinant regulating sexual dimorphisms. Instead, determination of sex in M. annua might be controlled upstream of floral genes by one or more sex-specific factors that affect hormonal homeostasis. A comprehensive model is proposed for sex-determination in M. annua.	2026-03-03T14:25:36.653250
31311515	Regulation of terpenoid biosynthesis by miRNA in Persicaria minor induced by Fusarium oxysporum.	2019	BMC genomics	Journal Article	Samad AFA; Rahnamaie-Tajadod R; Sajad M	10.1186/s12864-019-5954-0	PMC6636069	https://www.ncbi.nlm.nih.gov/pubmed/31311515	Persicaria minor (kesum) is an herbaceous plant with a high level of secondary metabolite compounds, particularly terpenoids. These terpenoid compounds have well-established roles in the pharmaceutical and food industries. Although the terpenoids of P. minor have been studied thoroughly, the involvement of microRNA (miRNA) in terpenoid regulation remains poorly understood and needs to be explored. In this study, P. minor plants were inoculated with the pathogenic fungus Fusarium oxysporum for terpenoid induction.	2026-03-03T14:25:37.623658
